COUNTY,PRECINCT,timing,election_name,VOTER COUNT
DENTON,2010,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,372
DENTON,2010,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3046
DENTON,2011,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,187
DENTON,2011,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,64
DENTON,2011,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,250
DENTON,2011,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,213
DENTON,2011,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2333
DENTON,2012,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,108
DENTON,2012,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,50
DENTON,2012,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,169
DENTON,2012,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,255
DENTON,2012,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1627
DENTON,2013,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,93
DENTON,2013,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,37
DENTON,2013,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,167
DENTON,2013,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,160
DENTON,2013,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1347
DENTON,2014,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,136
DENTON,2014,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,66
DENTON,2014,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,257
DENTON,2014,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,313
DENTON,2014,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2149
DENTON,2015,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,211
DENTON,2015,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,57
DENTON,2015,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,302
DENTON,2015,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,248
DENTON,2015,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3132
DENTON,2016,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,164
DENTON,2016,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,66
DENTON,2016,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,295
DENTON,2016,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,260
DENTON,2016,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2729
DENTON,2017,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,174
DENTON,2017,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,48
DENTON,2017,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,332
DENTON,2017,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,688
DENTON,2017,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3982
DENTON,2018,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,107
DENTON,2018,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,15
DENTON,2018,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,195
DENTON,2018,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,101
DENTON,2018,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3196
DENTON,2020,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,185
DENTON,2020,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,96
DENTON,2020,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,300
DENTON,2020,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,446
DENTON,2020,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3370
DENTON,2021,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,129
DENTON,2021,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,48
DENTON,2021,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,228
DENTON,2021,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,189
DENTON,2021,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2837
DENTON,2022,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,98
DENTON,2022,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,70
DENTON,2022,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,172
DENTON,2022,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,250
DENTON,2022,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2139
DENTON,2023,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,128
DENTON,2023,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,42
DENTON,2023,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,199
DENTON,2023,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,188
DENTON,2023,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2681
DENTON,2024,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,66
DENTON,2024,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,29
DENTON,2024,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,127
DENTON,2024,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,149
DENTON,2024,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1467
DENTON,2025,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,61
DENTON,2025,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,40
DENTON,2025,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,117
DENTON,2025,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,177
DENTON,2025,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1510
DENTON,2026,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,132
DENTON,2026,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,86
DENTON,2026,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,257
DENTON,2026,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,312
DENTON,2026,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2636
DENTON,2027,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,113
DENTON,2027,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,49
DENTON,2027,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,273
DENTON,2027,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,388
DENTON,2027,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3590
DENTON,2028,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,111
DENTON,2028,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,36
DENTON,2028,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,232
DENTON,2028,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,218
DENTON,2028,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2667
DENTON,2029,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,93
DENTON,2029,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,24
DENTON,2029,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,139
DENTON,2029,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,106
DENTON,2029,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1809
DENTON,2030,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,131
DENTON,2030,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,51
DENTON,2030,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,287
DENTON,2030,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,252
DENTON,2030,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3547
DENTON,2031,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,117
DENTON,2031,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,22
DENTON,2031,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,216
DENTON,2031,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,163
DENTON,2031,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2841
DENTON,2032,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,75
DENTON,2032,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,32
DENTON,2032,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,135
DENTON,2032,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,149
DENTON,2032,EV,2020 NOVEMBER 3RD GENERAL ELECTION,1801
DENTON,2033,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,135
DENTON,2033,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,23
DENTON,2033,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,209
DENTON,2033,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,130
DENTON,2033,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2419
DENTON,2034,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,108
DENTON,2034,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,20
DENTON,2034,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,162
DENTON,2034,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,87
DENTON,2034,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2192
DENTON,2035,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,83
DENTON,2035,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,21
DENTON,2035,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,250
DENTON,2035,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,181
DENTON,2035,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2637
DENTON,2036,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,24
DENTON,2036,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,18
DENTON,2036,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,54
DENTON,2036,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,67
DENTON,2036,EV,2020 NOVEMBER 3RD GENERAL ELECTION,629
DENTON,2067,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,28
DENTON,2067,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,87
DENTON,2067,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,22
DENTON,2067,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,154
DENTON,2068,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,76
DENTON,2068,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,236
DENTON,2068,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,90
DENTON,2068,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,336
DENTON,2069,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,48
DENTON,2069,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,167
DENTON,2069,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,77
DENTON,2069,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,204
DENTON,2070,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,5
DENTON,2070,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,13
DENTON,2070,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,5
DENTON,2070,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,36
DENTON,2071,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,66
DENTON,2071,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,421
DENTON,2071,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,118
DENTON,2071,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,559
DENTON,2072,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,84
DENTON,2072,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,256
DENTON,2072,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,77
DENTON,2072,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,315
DENTON,2073,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,69
DENTON,2073,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,298
DENTON,2073,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,99
DENTON,2073,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,439
DENTON,2074,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,48
DENTON,2074,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,290
DENTON,2074,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,58
DENTON,2074,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,384
DENTON,2075,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,12
DENTON,2075,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,60
DENTON,2075,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,15
DENTON,2075,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,76
DENTON,2076,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,90
DENTON,2076,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,176
DENTON,2076,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,88
DENTON,2076,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,196
DENTON,2077,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,42
DENTON,2077,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,113
DENTON,2077,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,86
DENTON,2077,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,155
DENTON,2078,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,31
DENTON,2078,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,84
DENTON,2078,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,46
DENTON,2078,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,151
DENTON,2079,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,76
DENTON,2079,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,407
DENTON,2079,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,144
DENTON,2079,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,561
DENTON,2080,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,49
DENTON,2080,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,162
DENTON,2080,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,70
DENTON,2080,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,134
DENTON,2081,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,83
DENTON,2081,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,178
DENTON,2081,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,58
DENTON,2081,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,192
DENTON,2082,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,25
DENTON,2082,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,79
DENTON,2082,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,45
DENTON,2082,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,104
DENTON,2083,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,43
DENTON,2083,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,127
DENTON,2083,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,40
DENTON,2083,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,136
DENTON,2084,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,79
DENTON,2084,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,179
DENTON,2084,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,85
DENTON,2084,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,232
DENTON,2085,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,100
DENTON,2085,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,210
DENTON,2085,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,81
DENTON,2085,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,365
DENTON,2086,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,69
DENTON,2086,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,250
DENTON,2086,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,75
DENTON,2086,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,278
DENTON,2087,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,93
DENTON,2087,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,246
DENTON,2087,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,98
DENTON,2087,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,249
DENTON,2088,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,39
DENTON,2088,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,120
DENTON,2088,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,52
DENTON,2088,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,174
DENTON,2089,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,64
DENTON,2089,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,273
DENTON,2089,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,72
DENTON,2089,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,388
DENTON,2090,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,100
DENTON,2090,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,201
DENTON,2090,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,97
DENTON,2090,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,227
DENTON,2091,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,77
DENTON,2091,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,374
DENTON,2091,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,151
DENTON,2091,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,617
DENTON,2092,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,67
DENTON,2092,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,109
DENTON,2092,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,36
DENTON,2092,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,99
DENTON,2093,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,19
DENTON,2093,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,27
DENTON,2093,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,17
DENTON,2093,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,38
DENTON,2094,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,91
DENTON,2094,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,149
DENTON,2094,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,79
DENTON,2094,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,176
DENTON,2095,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,29
DENTON,2095,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,210
DENTON,2095,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,80
DENTON,2095,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,351
DENTON,2096,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,50
DENTON,2096,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,346
DENTON,2096,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,71
DENTON,2096,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,609
DENTON,2097,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,81
DENTON,2097,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,216
DENTON,2097,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,120
DENTON,2097,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,372
DENTON,2098,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,11
DENTON,2098,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,19
DENTON,2098,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,33
DENTON,2098,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,65
DENTON,2099,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,63
DENTON,2099,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,278
DENTON,2099,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,122
DENTON,2099,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,545
DENTON,2100,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,106
DENTON,2100,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,64
DENTON,2100,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,98
DENTON,2100,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,114
DENTON,2101,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,101
DENTON,2101,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,49
DENTON,2101,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,103
DENTON,2101,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,54
DENTON,2102,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,134
DENTON,2102,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,128
DENTON,2102,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,193
DENTON,2102,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,210
DENTON,2103,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,64
DENTON,2103,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,94
DENTON,2103,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,97
DENTON,2103,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,144
DENTON,2104,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,93
DENTON,2104,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,184
DENTON,2104,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,131
DENTON,2104,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,232
DENTON,2105,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,45
DENTON,2105,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,125
DENTON,2105,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,107
DENTON,2105,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,227
DENTON,2106,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,85
DENTON,2106,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,183
DENTON,2106,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,132
DENTON,2106,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,317
DENTON,2107,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,95
DENTON,2107,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,202
DENTON,2107,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,182
DENTON,2107,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,485
DENTON,2108,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,29
DENTON,2108,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,56
DENTON,2108,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,49
DENTON,2108,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,76
DENTON,2109,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,121
DENTON,2109,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,159
DENTON,2109,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,182
DENTON,2109,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,179
DENTON,2110,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,62
DENTON,2110,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,128
DENTON,2110,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,113
DENTON,2110,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,186
DENTON,2111,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,91
DENTON,2111,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,195
DENTON,2111,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,148
DENTON,2111,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,401
DENTON,2112,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,42
DENTON,2112,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,82
DENTON,2112,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,62
DENTON,2112,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,156
DENTON,2113,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,69
DENTON,2113,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,214
DENTON,2113,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,171
DENTON,2113,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,411
DENTON,2114,ED,2024 MARCH 5TH DEMOCRATIC PRIMARY,56
DENTON,2114,ED,2024 MARCH 5TH REPUBLICAN PRIMARY,100
DENTON,2114,EV,2024 MARCH 5TH DEMOCRATIC PRIMARY,112
DENTON,2114,EV,2024 MARCH 5TH REPUBLICAN PRIMARY,137
DENTON,3000,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,105
DENTON,3000,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,76
DENTON,3000,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,224
DENTON,3000,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,317
DENTON,3000,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2765
DENTON,3001,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,108
DENTON,3001,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,84
DENTON,3001,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,215
DENTON,3001,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,389
DENTON,3001,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2719
DENTON,3002,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,136
DENTON,3002,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,58
DENTON,3002,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,292
DENTON,3002,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,438
DENTON,3002,EV,2020 NOVEMBER 3RD GENERAL ELECTION,3458
DENTON,3003,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,94
DENTON,3003,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,51
DENTON,3003,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,163
DENTON,3003,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,231
DENTON,3003,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2117
DENTON,3004,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,89
DENTON,3004,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,70
DENTON,3004,EV,2020 MARCH 3RD DEMOCRATIC PRIMARY,243
DENTON,3004,EV,2020 MARCH 3RD REPUBLICAN PRIMARY,422
DENTON,3004,EV,2020 NOVEMBER 3RD GENERAL ELECTION,2422
DENTON,3005,EV,2020 JULY 14TH DEMOCRATIC PRIMARY RUNOFF,75
DENTON,3005,EV,2020 JULY 14TH REPUBLICAN PRIMARY RUNOFF,62
